Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
42,Female,2,Sales Manager,13,130000,Canada,Black,0
26,Male,0,Digital Marketing Manager,2,40000,Canada,Asian,0
32,Female,1,Content Marketing Manager,7,90000,China,White,0
27,Male,3,Sales Representative,4,55000,Canada,Black,0
50,Female,2,Product Marketing Manager,18,180000,UK,Welsh,1
36,Male,1,Sales Representative,3,45000,Australia,Australian,0
48,Female,3,Director of Marketing,19,190000,Canada,Asian,0
31,Male,0,Sales Associate,3,50000,Australia,White,0
29,Female,1,Financial Manager,4,55000,USA,White,0
45,Male,2,Marketing Manager,13,130000,USA,African American,0
25,Female,0,Sales Executive,1,35000,USA,Hispanic,0
41,Male,1,Content Marketing Manager,12,120000,Canada,White,0
35,Female,3,Product Marketing Manager,9,95000,China,Chinese,1
23,Male,1,Sales Representative,1,35000,Australia,Asian,0
42,Female,2,Digital Marketing Manager,14,140000,USA,African American,0
26,Male,0,Sales Manager,2,40000,Australia,Australian,0
32,Female,1,Director of Marketing,8,80000,UK,Mixed,0
27,Male,3,Marketing Manager,4,55000,Canada,White,0
50,Female,2,Content Marketing Manager,19,190000,China,Chinese,0
36,Male,1,Sales Director,6,75000,Canada,White,0
48,Female,3,Product Marketing Manager,17,170000,China,Chinese,1
31,Male,0,Sales Associate,3,50000,Australia,White,0
29,Female,1,Financial Manager,4,55000,USA,African American,0
45,Male,2,Marketing Manager,13,130000,Australia,Australian,0
25,Female,0,Sales Executive,1,35000,Australia,Asian,0
41,Male,1,Content Marketing Manager,12,120000,USA,African American,0
35,Female,3,Product Marketing Manager,9,95000,USA,Hispanic,1
23,Male,1,Sales Representative,1,35000,USA,Hispanic,0
42,Female,2,Digital Marketing Manager,14,140000,USA,African American,0
26,Male,0,Sales Manager,2,40000,UK,Welsh,0
32,Female,1,Director of Marketing,8,80000,China,Chinese,0
27,Male,3,Marketing Manager,4,55000,UK,Welsh,0
50,Female,2,Content Marketing Manager,19,190000,USA,White,0
36,Male,1,Sales Director,6,75000,UK,Welsh,0
48,Female,3,Product Marketing Manager,17,170000,Australia,Australian,1
31,Male,0,Sales Associate,3,50000,Canada,Asian,0
29,Female,1,Financial Manager,4,55000,China,Korean,0
45,Male,2,Marketing Manager,13,130000,Canada,Asian,0
25,Female,0,Sales Executive,1,35000,UK,Mixed,0
41,Male,1,Content Marketing Manager,12,120000,Canada,Black,0
35,Female,3,Product Marketing Manager,9,95000,Australia,White,1
23,Male,1,Sales Representative,1,35000,USA,African American,0
42,Female,2,Digital Marketing Manager,14,140000,China,White,0
26,Male,0,Sales Manager,2,40000,China,Chinese,0
32,Female,1,Director of Marketing,8,80000,Canada,White,0
27,Male,3,Marketing Manager,4,55000,Australia,White,0
50,Female,2,Content Marketing Manager,19,190000,Canada,White,0
36,Male,1,Sales Director,6,75000,Australia,White,0
48,Female,3,Product Marketing Manager,17,170000,Canada,White,1
31,Male,0,Sales Associate,3,50000,UK,White,0
29,Female,1,Financial Manager,4,55000,Australia,Asian,0
45,Male,2,Marketing Manager,13,130000,USA,White,0
25,Female,0,Sales Executive,1,35000,UK,Mixed,0
41,Male,1,Content Marketing Manager,12,120000,UK,Welsh,0
35,Female,3,Product Marketing Manager,9,95000,China,Korean,1
23,Male,1,Sales Representative,1,35000,UK,Mixed,0
42,Female,2,Digital Marketing Manager,14,140000,Australia,White,0
26,Male,0,Sales Manager,2,40000,China,White,0
32,Female,1,Director of Marketing,8,80000,Canada,Asian,0
27,Male,3,Marketing Manager,4,55000,China,Korean,0
50,Female,2,Content Marketing Manager,19,190000,Canada,White,0
36,Male,1,Sales Director,6,75000,Australia,White,0
48,Female,3,Product Marketing Manager,17,170000,USA,African American,1
31,Male,0,Sales Associate,3,50000,China,White,0
29,Female,1,Financial Manager,4,55000,China,Chinese,0
45,Male,2,Marketing Manager,13,130000,Canada,White,0
25,Female,0,Sales Executive,1,35000,Canada,Black,0
41,Male,1,Content Marketing Manager,12,120000,USA,White,0
35,Female,3,Product Marketing Manager,9,95000,USA,White,1
23,Male,1,Sales Representative,1,35000,Canada,Black,0
42,Female,2,Digital Marketing Manager,14,140000,China,White,0
26,Male,0,Sales Manager,2,40000,China,Korean,0
32,Female,1,Director of Marketing,8,80000,Australia,Australian,0
27,Male,3,Marketing Manager,4,55000,USA,Hispanic,0
50,Female,2,Content Marketing Manager,19,190000,China,Chinese,0
36,Male,1,Sales Director,6,75000,USA,Asian,0
48,Female,3,Product Marketing Manager,17,170000,UK,White,1
31,Male,0,Sales Associate,3,50000,USA,White,0
29,Female,1,Financial Manager,4,55000,Canada,Black,0
45,Male,2,Marketing Manager,13,130000,China,Korean,0
25,Female,0,Sales Executive,1,35000,UK,Welsh,0
41,Male,1,Content Marketing Manager,12,120000,Canada,Black,0
35,Female,3,Product Marketing Manager,9,95000,UK,Asian,1
23,Male,1,Sales Representative,1,35000,Australia,Australian,0
42,Female,2,Digital Marketing Manager,14,140000,UK,Mixed,0
26,Male,0,Sales Manager,2,40000,USA,African American,0
32,Female,1,Director of Marketing,8,80000,Australia,White,0
27,Male,3,Marketing Manager,4,55000,Canada,Asian,0
50,Female,2,Content Marketing Manager,19,190000,China,White,0
36,Male,1,Sales Director,6,75000,Australia,Australian,0
48,Female,3,Product Marketing Manager,17,170000,China,Chinese,1
31,Male,0,Sales Associate,3,50000,China,Chinese,0
29,Female,1,Financial Manager,4,55000,Canada,Black,0
45,Male,2,Marketing Manager,13,130000,China,Korean,0
25,Female,0,Sales Executive,1,35000,Australia,White,0
38,Male,2,Marketing Manager,12,120000,UK,White,0
27,Female,1,Sales Representative,3,45000,Canada,White,0
43,Male,3,Content Marketing Manager,16,160000,China,Chinese,0
34,Female,0,Sales Executive,5,70000,UK,Welsh,0
30,Male,1,Sales Manager,6,75000,China,Chinese,0
46,Female,2,Director of Marketing,17,170000,USA,Hispanic,0
25,Male,0,Sales Associate,1,35000,Australia,Australian,0
40,Female,1,Financial Manager,11,110000,USA,African American,0
32,Male,3,Product Marketing Manager,8,80000,UK,Welsh,1
28,Female,2,Digital Marketing Manager,4,55000,Canada,Asian,0
44,Male,1,Content Marketing Manager,15,150000,Canada,Asian,0
29,Female,0,Sales Representative,2,40000,UK,Mixed,0
51,Male,3,Marketing Manager,19,190000,Canada,White,0
36,Female,1,Sales Executive,8,80000,USA,African American,0
24,Male,1,Sales Manager,1,35000,Australia,Asian,0
42,Female,2,Director of Marketing,13,130000,UK,Asian,0
27,Male,0,Financial Manager,3,45000,China,Chinese,0
33,Female,1,Sales Director,7,90000,USA,Asian,0
28,Male,3,Marketing Manager,4,55000,Canada,White,0
51,Female,2,Content Marketing Manager,19,190000,UK,White,0
37,Male,1,Sales Representative,7,90000,China,Korean,0
49,Female,3,Product Marketing Manager,20,200000,UK,White,1
32,Male,0,Sales Representative,3,40000,Canada,Asian,0
30,Female,1,Sales Director,5,70000,Canada,Black,0
46,Male,2,Director of Marketing,16,160000,Australia,Asian,0
26,Female,0,Sales Associate,1,35000,USA,White,0
42,Male,1,Financial Manager,13,130000,China,Chinese,0
36,Female,3,Marketing Manager,9,95000,Australia,White,0
24,Male,1,Sales Executive,1,35000,Canada,Asian,0
43,Female,2,Sales Manager,14,140000,UK,White,0
27,Male,0,Digital Marketing Manager,2,40000,USA,White,0
33,Female,1,Content Marketing Manager,7,90000,USA,Hispanic,0
28,Male,3,Sales Representative,4,55000,Australia,Asian,0
51,Female,2,Product Marketing Manager,19,190000,China,Chinese,1
37,Male,1,Sales Representative,6,75000,USA,White,0
49,Female,3,Director of Marketing,20,200000,Australia,Asian,0
32,Male,0,Sales Associate,3,50000,USA,Asian,0
30,Female,1,Financial Manager,4,55000,UK,Mixed,0
46,Male,2,Marketing Manager,14,140000,USA,Asian,0
26,Female,0,Sales Executive,1,35000,Australia,Australian,0
42,Male,1,Content Marketing Manager,13,130000,Australia,Asian,0
36,Female,3,Product Marketing Manager,10,100000,USA,Asian,1
24,Male,1,Sales Representative,1,35000,Australia,White,0
43,Female,2,Digital Marketing Manager,15,150000,UK,Mixed,0
27,Male,0,Sales Manager,2,40000,USA,Asian,0
33,Female,1,Director of Marketing,8,80000,Australia,Australian,0
28,Male,3,Marketing Manager,4,55000,Australia,Asian,0
51,Female,2,Content Marketing Manager,19,190000,UK,White,0
37,Male,1,Sales Director,7,90000,China,Chinese,0
49,Female,3,Product Marketing Manager,20,200000,Canada,Black,1
32,Male,0,Sales Representative,3,40000,UK,Mixed,0
30,Female,1,Sales Manager,5,70000,Australia,White,0
46,Male,2,Director of Marketing,16,160000,UK,Mixed,0
26,Female,0,Sales Associate,1,35000,Australia,Australian,0
42,Male,1,Financial Manager,13,130000,USA,Asian,0
36,Female,3,Marketing Manager,9,95000,USA,African American,0
24,Male,1,Sales Executive,1,35000,UK,Asian,0
43,Female,2,Sales Manager,14,140000,Australia,White,0
27,Male,0,Digital Marketing Manager,2,40000,USA,African American,0
33,Female,1,Content Marketing Manager,7,90000,UK,White,0
28,Male,3,Sales Representative,4,55000,UK,Welsh,0
51,Female,2,Product Marketing Manager,19,190000,Australia,White,1
37,Male,1,Sales Representative,6,75000,Australia,Australian,0
49,Female,3,Director of Marketing,20,200000,Canada,Black,0
32,Male,0,Sales Associate,3,50000,UK,Mixed,0
30,Female,1,Financial Manager,4,55000,China,Korean,0
46,Male,2,Marketing Manager,14,140000,UK,Asian,0
26,Female,0,Sales Executive,1,35000,Canada,Black,0
42,Male,1,Content Marketing Manager,13,130000,Canada,Asian,0
36,Female,3,Product Marketing Manager,10,100000,UK,Welsh,1
24,Male,1,Sales Representative,1,35000,Canada,Asian,0
43,Female,2,Digital Marketing Manager,15,150000,Canada,White,0
27,Male,0,Sales Manager,2,40000,Canada,Black,0
33,Female,1,Director of Marketing,8,80000,Canada,Black,0
28,Male,3,Marketing Manager,4,55000,USA,Hispanic,0
51,Female,2,Content Marketing Manager,19,190000,Canada,Asian,0
37,Male,1,Sales Director,7,90000,China,White,0
49,Female,3,Product Marketing Manager,20,200000,UK,Welsh,1
32,Male,0,Sales Representative,3,40000,USA,White,0
30,Female,1,Sales Manager,5,70000,Canada,Asian,0
46,Male,2,Director of Marketing,16,160000,Canada,White,0
26,Female,0,Sales Associate,1,35000,USA,African American,0
42,Male,1,Financial Manager,13,130000,USA,African American,0
36,Female,3,Marketing Manager,9,95000,USA,White,0
24,Male,1,Sales Executive,1,35000,Australia,Asian,0
43,Female,2,Sales Manager,14,140000,Australia,Australian,0
27,Male,0,Digital Marketing Manager,2,40000,China,Korean,0
33,Female,1,Content Marketing Manager,7,90000,UK,Welsh,0
28,Male,3,Sales Representative,4,55000,China,White,0
51,Female,2,Product Marketing Manager,19,190000,UK,White,1
37,Male,1,Sales Representative,6,75000,China,Korean,0
49,Female,3,Director of Marketing,20,200000,Australia,Asian,0
32,Male,0,Sales Associate,3,50000,UK,White,0
30,Female,1,Financial Manager,4,55000,China,White,0
46,Male,2,Marketing Manager,14,140000,Australia,Asian,0
26,Female,0,Sales Executive,1,35000,China,Chinese,0
42,Male,1,Content Marketing Manager,13,130000,UK,Asian,0
36,Female,3,Product Marketing Manager,10,100000,China,Korean,1
24,Male,1,Sales Representative,1,35000,UK,Asian,0
43,Female,2,Digital Marketing Manager,15,150000,Australia,Australian,0
27,Male,0,Sales Manager,2,40000,UK,White,0
33,Female,1,Director of Marketing,8,80000,USA,African American,0
28,Male,3,Marketing Manager,4,55000,Canada,Asian,0
51,Female,2,Content Marketing Manager,19,190000,UK,White,0
37,Male,1,Sales Director,7,90000,China,Chinese,0
49,Female,3,Product Marketing Manager,20,200000,China,White,1
32,Male,0,Sales Representative,3,40000,UK,Welsh,0
30,Female,1,Sales Manager,5,70000,UK,Welsh,0
46,Male,2,Director of Marketing,16,160000,China,Chinese,0
26,Female,0,Sales Associate,1,35000,USA,Hispanic,0
42,Male,1,Financial Manager,13,130000,Australia,Asian,0
36,Female,3,Marketing Manager,9,95000,China,Chinese,0
24,Male,1,Sales Executive,1,35000,Canada,Asian,0
43,Female,2,Sales Manager,14,140000,Canada,Asian,0
27,Male,0,Digital Marketing Manager,2,40000,Australia,Asian,0
33,Female,1,Content Marketing Manager,7,90000,Australia,Australian,0
28,Male,3,Sales Representative,4,55000,China,Korean,0
51,Female,2,Product Marketing Manager,19,190000,UK,White,1
37,Male,1,Sales Representative,6,75000,Canada,Asian,0
49,Female,3,Director of Marketing,20,200000,UK,Mixed,0
32,Male,0,Sales Associate,3,50000,Australia,Australian,0
30,Female,1,Financial Manager,4,55000,China,Chinese,0
46,Male,2,Marketing Manager,14,140000,China,Korean,0
26,Female,0,Sales Executive,1,35000,Canada,Black,0
